Make,Model,Variant,Year,Location,Fuel,Engine,Transmission,KM_driven,Car_Age,Price_in_lacs
suzuki,cultus,vx,2005,Mardan,Petrol,1000.0,Manual,10000,20,8.2
suzuki,cultus,vxri (cng),2008,Lahore,Petrol,1000.0,Manual,90000,17,10.5
suzuki,every,pc,2018,Sialkot,Petrol,660.0,Automatic,110000,7,16.3
toyota,corolla,altis automatic 1.6,2019,Kamalia,Petrol,1600.0,Automatic,126000,6,50.5
suzuki,baleno,gti 1.6,2000,Faisalabad,Petrol,1600.0,Manual,91000,25,11.0
honda,vezel,hybrid x l package,2014,Islamabad,Hybrid,1500.0,Automatic,138000,11,40.5
kia,sportage,alpha,2022,Lahore,Petrol,2000.0,Automatic,62000,3,63.5
toyota,yaris hatchback,x,2022,Rawalpindi,Petrol,1000.0,Automatic,20000,3,48.5
honda,city,1.5 i-vtec prosmatec,2019,Islamabad,Petrol,1500.0,Automatic,122000,6,39.5
toyota,prado,tx l package 2.7,2021,Karachi,Petrol,2700.0,Automatic,14800,4,330.0
dfsk,glory 580,pro,2021,Islamabad,Petrol,1500.0,Automatic,115000,4,45.75
lexus,lx series,lx570,2016,Lahore,Petrol,5700.0,Automatic,65887,9,515.0
toyota,corolla,altis cruisetronic 1.6,2012,Rawalpindi,Petrol,1600.0,Automatic,54987,13,45.0
toyota,corolla,altis grande cvt-i 1.8,2022,Multan,Petrol,1800.0,Automatic,49000,3,68.5
toyota,isis,platana,2007,Karachi,Petrol,1800.0,Automatic,101500,18,30.0
haval,h6,hev,2023,Mian Wali,Hybrid,1500.0,Automatic,33000,2,111.0
honda,city,aspire prosmatec 1.5 i-vtec,2018,Sargodha,Petrol,1500.0,Automatic,79000,7,37.5
suzuki,mehran,vx,2009,Islamabad,Petrol,800.0,Manual,300000,16,9.7
toyota,corolla,xli vvti,2009,Bhalwal,Petrol,1300.0,Manual,370000,16,24.25
mg,hs,phev,2025,Lahore,Hybrid,1500.0,Automatic,120,0,100.0
suzuki,alto,vxr,2022,Islamabad,Petrol,660.0,Manual,46200,3,26.25
toyota,corolla,gli 1.6,1996,Karak,Petrol,1600.0,Manual,780000,29,16.5
honda,city,aspire prosmatec 1.5 i-vtec,2013,Islamabad,Petrol,1500.0,Automatic,148000,12,33.8
honda,civic,vti oriel 1.8 i-vtec,2007,Islamabad,Petrol,1800.0,Manual,150000,18,21.0
hyundai,tucson,awd a/t ultimate,2023,Karachi,Petrol,2000.0,Automatic,19000,2,80.75
suzuki,cultus,vxli,2008,Gujranwala,Petrol,1000.0,Manual,10000,17,13.0
suzuki,alto,gii,2009,Peshawar,Petrol,660.0,Automatic,100000,16,17.3
toyota,corolla,gli 1.3 vvti,2011,Peshawar,Petrol,1300.0,Manual,220000,14,27.5
toyota,corolla,altis grande cvt-i 1.8,2020,Islamabad,Petrol,1800.0,Automatic,61000,5,62.8
honda,civic,vti oriel automatic 1.6,1999,Multan,Petrol,1600.0,Automatic,200000,26,17.8
kia,sportage,black limited edition,2023,Sialkot,Petrol,2000.0,Automatic,28000,2,81.8
toyota,prado,tx limited 2.7,2007,Lahore,Petrol,2700.0,Automatic,90000,18,94.75
nissan,dayz,highway star s hybrid x pro pilot,2022,Lahore,Hybrid,660.0,Automatic,39000,3,41.5
toyota,raize,xs,2020,Karachi,Petrol,1000.0,Automatic,82000,5,48.0
toyota,fortuner,gr-s,2023,Lahore,Diesel,2800.0,Automatic,30000,2,188.0
kia,sportage,alpha,2021,Islamabad,Petrol,2000.0,Automatic,130102,4,60.4
toyota,yaris sedan,ativ x mt 1.5,2022,Karachi,Petrol,1500.0,Manual,2700,3,53.0
kia,stonic,ex+,2025,Karachi,Petrol,1400.0,Automatic,1600,0,62.5
honda,city,aspire prosmatec 1.5 i-vtec,2021,Karachi,Petrol,1500.0,Automatic,45000,4,42.5
honda,civic,oriel 1.8 i-vtec cvt,2020,Rawalpindi,Petrol,1800.0,Automatic,92000,5,60.0
hyundai,elantra,gls,2021,Sargodha,Petrol,2000.0,Automatic,53000,4,56.5
toyota,fortuner,2.7 v,2021,Lahore,Petrol,2700.0,Automatic,58000,4,133.0
honda,civic,oriel 1.8 i-vtec cvt,2021,Islamabad,Petrol,1800.0,Automatic,67000,4,59.5
mg,hs,phev,2025,Islamabad,Hybrid,1500.0,Automatic,707,0,96.0
toyota,raize,xs,2020,Karachi,Petrol,1000.0,Automatic,82000,5,48.0
honda,civic,vti oriel 1.6,2002,Islamabad,Petrol,1600.0,Manual,60000,23,14.5
honda,city,1.3 i-vtec,2012,Sahiwal,Petrol,1300.0,Manual,91500,13,27.0
suzuki,mehran,vxr (cng),2008,Sambrial,Petrol,800.0,Manual,55000,17,7.5
honda,civic,vti oriel prosmatec 1.8 i-vtec,2013,Lahore,Petrol,1800.0,Automatic,160000,12,37.0
lexus,ct200h,f sport,2011,Sialkot,Hybrid,1800.0,Automatic,161676,14,48.0
honda,civic,rs,2023,Mandi bahauddin,Petrol,1500.0,Automatic,49000,2,95.5
suzuki,baleno,jxr,2005,Sahiwal,Petrol,1300.0,Manual,225000,20,12.5
suzuki,baleno,jxr,2005,Islamabad,Petrol,1300.0,Manual,100000,20,12.5
honda,civic,rs,2024,Lahore,Petrol,1500.0,Automatic,8500,1,96.0
suzuki,ravi,euro ii,2019,Hafizabad,Petrol,800.0,Manual,21000,6,10.5
suzuki,mehran,vx (cng),2007,Islamabad,Petrol,800.0,Manual,85390,18,7.65
suzuki,wagon r,vxl,2021,Lahore,Petrol,1000.0,Manual,78765,4,27.85
toyota,probox,f manual,2006,Lahore,Petrol,1500.0,Manual,140000,19,20.0
suzuki,alto,vx (cng),2012,Lahore,CNG,1000.0,Manual,100000,13,13.2
toyota,passo,plus hana c,2013,Rawalpindi,Petrol,1000.0,Automatic,166000,12,25.9
toyota,fortuner,gr-s,2023,Lahore,Diesel,2800.0,Automatic,16000,2,200.0
suzuki,margalla,gl,1994,Rawalpindi,Petrol,1300.0,Manual,96000,31,8.9
suzuki,wagon r,vxl,2017,Lahore,Petrol,1000.0,Manual,164000,8,21.5
kia,sportage,fwd,2022,Lahore,Petrol,2000.0,Automatic,32000,3,73.0
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2013,Karachi,Petrol,1800.0,Automatic,105000,12,35.5
toyota,premio,g superior package 2.0,2008,Quetta,Petrol,2000.0,Automatic,80000,17,69.0
toyota,corolla,altis x automatic 1.6 special edition,2022,Lahore,Petrol,1600.0,Automatic,42000,3,62.5
suzuki,every,vxr,2025,Lahore,Petrol,660.0,Manual,1200,0,28.4
toyota,passo,x l package s,2022,Islamabad,Petrol,1000.0,Automatic,17000,3,42.0
toyota,hilux,revo gr sport,2022,Karachi,Diesel,2400.0,Automatic,20458,3,170.0
toyota,prado,tx 2.7,2021,Lahore,Petrol,2700.0,Automatic,35000,4,269.0
toyota,hilux,vigo champ v,2016,Peshawar,Diesel,2500.0,Manual,120000,9,59.8
kia,sportage,awd,2019,Lahore,Petrol,2000.0,Automatic,83000,6,64.9
honda,city,1.2l cvt,2022,Lahore,Petrol,1200.0,Automatic,40000,3,45.0
toyota,aqua,s,2015,Peshawar,Hybrid,1500.0,Automatic,97500,10,43.5
suzuki,wagon r,vxl,2017,Rawalpindi,Petrol,1000.0,Manual,111574,8,21.5
daihatsu,mira,x sa lll,2022,Rawalpindi,Petrol,660.0,Automatic,58554,3,36.8
haval,h6,hev,2023,Nowshera cantt,Hybrid,1500.0,Automatic,55000,2,108.0
toyota,corolla,xli vvti limited edition,2013,Lahore,Petrol,1300.0,Manual,211000,12,27.75
suzuki,every,vxr,2025,Lahore,Petrol,660.0,Manual,1200,0,28.4
honda,city,i-dsi vario,2004,Jhang,Petrol,1300.0,Automatic,200000,21,17.5
toyota,raize,z,2019,Sargodha,Petrol,1000.0,Automatic,58000,6,63.0
suzuki,alto,vxr,2025,Islamabad,Petrol,660.0,Manual,26000,0,30.0
toyota,corolla,gli automatic 1.6 vvti,2011,Karachi,Petrol,1600.0,Automatic,129000,14,29.0
toyota,vitz,f 1.0,2011,Islamabad,Petrol,1000.0,Automatic,165000,14,28.5
honda,civic,vti oriel prosmatec 1.6,2001,Islamabad,Petrol,1600.0,Automatic,300000,24,15.0
honda,civic,oriel 1.8 i-vtec cvt,2021,Islamabad,Petrol,1800.0,Automatic,61230,4,65.3
toyota,prius,g touring selection 1.8,2015,Gujranwala,Hybrid,1800.0,Automatic,150000,10,45.5
honda,civic rebirth,vti oriel prosmatec 1.8 i-vtec,2013,Faisalabad,Petrol,1800.0,Automatic,120000,12,37.0
honda,jade,hybrid x,2015,Peshawar,Hybrid,1497.0,Automatic,118774,10,48.0
honda,civic,ex,1995,Peshawar,Petrol,1500.0,Manual,1,30,8.5
toyota,corolla,xe,2001,Risalpur,Petrol,1300.0,Manual,338297,24,15.0
daihatsu,mira,x sa lll,2022,Karachi,Petrol,660.0,Automatic,33000,3,36.5
daihatsu,mira,x sa lll,2022,Karachi,Petrol,660.0,Automatic,70000,3,36.0
toyota,aqua,s,2014,Quetta,Hybrid,1500.0,Automatic,123,11,38.0
toyota,vitz,f 1.0,2012,Kasur,Petrol,1000.0,Automatic,100000,13,22.1
dfsk,glory 580,pro,2021,Lahore,Petrol,1500.0,Automatic,37000,4,48.0
kia,spectra,1.5,2004,Peshawar,Petrol,1500.0,Manual,180000,21,9.15
toyota,vitz,f 1.0,2014,Karachi,Petrol,1000.0,Automatic,90200,11,29.75
nissan,roox,s hybrid,2023,Lahore,Hybrid,660.0,Automatic,6230,2,41.9
peugeot,2008,allure,2023,Lahore,Petrol,1200.0,Automatic,9000,2,71.0
hyundai,sonata,2.0,2022,Lahore,Petrol,2000.0,Automatic,5500,3,92.0
honda,city,1.3 i-vtec,2014,Lahore,Petrol,1300.0,Manual,68000,11,32.5
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,24145,5,64.25
daihatsu,rocky,1.0 r tc,2021,Lahore,Petrol,1000.0,Automatic,71318,4,61.0
honda,city,1.3 i-vtec prosmatec,2021,Rawalpindi,Petrol,1300.0,Automatic,114000,4,40.59
toyota,corolla,gli automatic 1.3 vvti,2019,Karachi,Petrol,1300.0,Automatic,73000,6,43.5
toyota,yaris sedan,gli mt 1.3,2022,Karachi,Petrol,1300.0,Manual,51000,3,39.5
honda,accord,type s advance package,2009,Lahore,Petrol,2400.0,Automatic,118000,16,50.0
toyota,prado,tx 2.7,2011,Rawalpindi,Petrol,2700.0,Automatic,174000,14,163.0
toyota,vitz,f 1.0,2014,Karachi,Petrol,1000.0,Automatic,90200,11,29.75
nissan,roox,s hybrid,2023,Lahore,Hybrid,660.0,Automatic,6230,2,41.9
honda,city,1.2l cvt,2022,Lahore,Petrol,1200.0,Automatic,47400,3,42.9
toyota,rush,x smart edition,2009,Wah cantt,Petrol,1500.0,Automatic,260000,16,35.0
toyota,hilux,revo gr-s,2025,Islamabad,Diesel,2800.0,Automatic,16000,0,172.0
nissan,juke,15rx premium personalize package,2012,Islamabad,Petrol,1500.0,Automatic,90000,13,35.5
honda,city,1.3 i-vtec,2015,Peshawar,Petrol,1300.0,Manual,78000,10,33.5
toyota,yaris sedan,gli cvt 1.3,2025,Karachi,Petrol,1300.0,Automatic,20,0,50.25
suzuki,mehran,vxr euro ii,2018,Multan,Petrol,800.0,Manual,50000,7,15.5
suzuki,bolan,vx,2011,Lahore,Petrol,800.0,Manual,85500,14,9.5
toyota,corolla,se saloon,2007,Kohat,Petrol,1600.0,Automatic,200000,18,34.5
honda,civic,vti prosmatec 1.6,2005,Lahore,Petrol,1600.0,Automatic,107734,20,16.2
toyota,corolla,altis x automatic 1.6,2021,Islamabad,Petrol,1600.0,Automatic,20000,4,59.8
nissan,dayz,highway star x,2013,Lahore,Petrol,660.0,Automatic,78000,12,24.0
toyota,prius,s 1.5,2010,Karachi,Hybrid,1500.0,Automatic,180000,15,31.75
toyota,corolla,gli 1.3 vvti,2012,Kharian,Petrol,1300.0,Manual,160000,13,31.0
dfsk,glory 580,1.5 cvt,2021,Sargodha,Petrol,1500.0,Automatic,57000,4,47.5
honda,civic,oriel 1.8 i-vtec cvt,2019,Islamabad,Petrol,1800.0,Automatic,88000,6,56.5
suzuki,alto,vxl ags,2023,Lahore,Petrol,660.0,Automatic,25000,2,29.4
mitsubishi,toppo,g,2013,Lahore,Petrol,660.0,Automatic,280000,12,16.5
prince,pearl,mt,2021,Lahore,Petrol,800.0,Manual,45000,4,11.5
dfsk,glory 580,1.5 cvt,2021,Karachi,Petrol,1500.0,Automatic,25000,4,52.0
daihatsu,atrai wagon,custom turbo r,2013,Karachi,Petrol,660.0,Automatic,93500,12,19.8
suzuki,wagon r,vxl,2019,Lahore,Petrol,1000.0,Manual,82123,6,21.5
honda,city,1.5l aspire cvt,2022,Islamabad,Petrol,1500.0,Automatic,47000,3,51.0
toyota,raize,xs,2020,Gujranwala,Petrol,1000.0,Automatic,98000,5,49.25
toyota,aqua,g led soft leather selection,2014,Gujranwala,Hybrid,1500.0,Automatic,98000,11,41.5
toyota,corolla,altis grande cvt-i 1.8,2019,Mandi bahauddin,Petrol,1800.0,Automatic,109000,6,56.0
nissan,juke,15rx premium personalize package,2014,Islamabad,Petrol,1500.0,Automatic,78888,11,34.0
toyota,hilux,sr5,2007,Peshawar,Diesel,3000.0,Manual,167000,18,45.41
mg,hs,trophy,2021,Islamabad,Petrol,1500.0,Automatic,20500,4,68.0
honda,civic,oriel 1.8 i-vtec cvt,2017,Lahore,Petrol,1800.0,Automatic,117000,8,46.75
suzuki,wagon r,vxl,2019,Lahore,Petrol,1000.0,Manual,82123,6,21.5
honda,city,1.5l aspire cvt,2022,Islamabad,Petrol,1500.0,Automatic,47000,3,51.0
nissan,dayz,x,2023,Karachi,Petrol,660.0,Automatic,3000,2,36.0
nissan,dayz,highway star x,2022,Islamabad,Petrol,660.0,Automatic,1700,3,45.5
toyota,corolla axio,x 1.5,2007,Peshawar,Petrol,1500.0,Automatic,175000,18,37.6
hyundai,tucson,awd a/t ultimate,2021,Lahore,Petrol,2000.0,Automatic,50700,4,74.25
honda,civic,oriel 1.8 i-vtec cvt,2021,Islamabad,Petrol,1800.0,Automatic,70000,4,67.0
suzuki,baleno,jxr,2004,Karachi,CNG,1300.0,Manual,200000,21,8.9
honda,city,i-dsi vario,2004,Bahawalpur,Petrol,1300.0,Automatic,307536,21,17.5
honda,cr-z,base grade (metallic color),2012,Lahore,Hybrid,1500.0,Automatic,97500,13,32.0
honda,civic,vti automatic 1.6,2000,Karachi,Petrol,1600.0,Automatic,458000,25,13.5
suzuki,alto,gii,2005,Peshawar,Petrol,660.0,Automatic,127000,20,16.8
suzuki,mehran,vxr,1994,Lahore,Petrol,800.0,Manual,153484,31,3.8
toyota,corolla,hybrid s,2021,Karachi,Hybrid,1800.0,Automatic,60081,4,72.0
toyota,vitz,1.0f safety edition iii,2019,Karachi,Petrol,1000.0,Automatic,27000,6,44.5
suzuki,alto,l upgrade,2023,Lahore,Petrol,660.0,Automatic,18000,2,35.95
suzuki,mehran,vx euro ii limited edition,2013,Islamabad,Petrol,800.0,Manual,90000,12,14.0
daewoo,racer,base grade 1.5,1993,Rawalpindi,Petrol,1500.0,Automatic,280000,32,7.9
toyota,corolla,gli 1.3 vvti,2011,Lahore,Petrol,1300.0,Manual,143215,14,26.9
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,105000,5,49.5
toyota,corolla,altis grande cvt-i 1.8,2015,Lahore,Petrol,1800.0,Automatic,160000,10,41.95
toyota,yaris sedan,ativ cvt 1.3,2021,Sialkot,Petrol,1300.0,Automatic,43000,4,42.75
toyota,prius,s 1.8,2012,Lahore,Hybrid,1800.0,Automatic,180000,13,42.25
honda,civic,1.8 i-vtec cvt,2018,Lahore,Petrol,1800.0,Automatic,129000,7,55.0
toyota,corolla,hybrid s,2020,Karachi,Hybrid,1800.0,Automatic,68600,5,77.94
toyota,yaris hatchback,x,2022,Karachi,Petrol,1000.0,Automatic,49500,3,45.9
mercedes benz,e class,e 200 kompressor elegance,2005,Islamabad,Petrol,1800.0,Automatic,106000,20,46.0
honda,br-v,i-vtec s,2021,Karachi,Petrol,1500.0,Automatic,18000,4,52.8
lexus,lx series,lx570,2016,Gujranwala,Petrol,5700.0,Automatic,75000,9,550.0
honda,civic,standard,2022,Lahore,Petrol,1500.0,Automatic,58000,3,69.0
daihatsu,rocky,g,2021,Bahawalpur,Petrol,1000.0,Automatic,56000,4,58.5
toyota,yaris sedan,ativ x cvt 1.5,2021,Islamabad,Petrol,1500.0,Automatic,48000,4,46.5
toyota,vitz,hybrid f 1.5,2017,Karachi,Hybrid,1500.0,Automatic,95000,8,45.0
toyota,fortuner,legender,2022,Karachi,Diesel,2800.0,Automatic,25500,3,172.0
toyota,raize,z,2020,Karachi,Petrol,1000.0,Automatic,22000,5,63.0
honda,civic,1.8 i-vtec cvt,2018,Lahore,Petrol,1800.0,Automatic,129000,7,55.0
suzuki,bolan,vx,2011,Multan,Petrol,800.0,Manual,100000,14,8.3
hyundai,tucson,fwd a/t gls sport,2020,Lahore,Petrol,2000.0,Automatic,88030,5,68.0
suzuki,ravi,euro ii,2021,Islamabad,Petrol,800.0,Manual,10000,4,17.25
suzuki,cultus,vxr (cng),2005,Rawalpindi,Petrol,1000.0,Manual,85000,20,11.5
toyota,hilux,double cab,2002,Chowk munda,LPG,2000.0,Manual,214879,23,23.9
toyota,corolla,altis grande x cvt-i 1.8 beige interior,2024,Islamabad,Petrol,1800.0,Automatic,11000,1,77.0
honda,civic,vti oriel prosmatec 1.8 i-vtec,2009,Islamabad,Petrol,1800.0,Automatic,113000,16,24.0
honda,city,1.3 i-vtec,2019,Chakwal,Petrol,1300.0,Manual,48500,6,37.8
daihatsu,hijet,deluxe,2013,Karachi,Petrol,660.0,Automatic,138000,12,17.0
honda,civic reborn,vti prosmatec 1.8 i-vtec,2010,Karachi,Petrol,1800.0,Automatic,88000,15,28.75
toyota,passo,x l package s,2020,Peshawar,Petrol,1000.0,Automatic,114000,5,36.5
toyota,roomy,xs,2021,Rawalpindi,Petrol,1000.0,Automatic,56695,4,44.0
toyota,fortuner,2.7 vvti,2013,Karachi,Petrol,2700.0,Automatic,60000,12,66.0
suzuki,cultus,euro ii,2013,Karachi,Petrol,1000.0,Manual,87000,12,13.0
toyota,land cruiser,zx,2013,Karachi,Petrol,4600.0,Automatic,120000,12,285.0
honda,civic,oriel,2022,Lahore,Petrol,1500.0,Automatic,71716,3,73.0
suzuki,alto,vxr,2006,Multan,Petrol,1000.0,Manual,100000,19,7.0
toyota,belta,x business b package 1.0,2012,Faisalabad,Petrol,1000.0,Automatic,130000,13,25.5
suzuki,alto,l,2017,Islamabad,Petrol,660.0,Automatic,78000,8,25.85
toyota,yaris sedan,ativ x cvt 1.5 beige interior,2024,Karachi,Petrol,1500.0,Automatic,24342,1,60.0
honda,vezel,x,2014,Karachi,Petrol,1500.0,Automatic,109224,11,43.0
toyota,hilux,d-4d automatic,2005,Mardan,Diesel,3000.0,Automatic,16161,20,44.5
daihatsu,hijet,cruise,2011,Karachi,Petrol,660.0,Manual,100832,14,13.5
toyota,prius,l 1.8,2013,Karachi,Hybrid,1800.0,Automatic,156000,12,41.9
toyota,raize,z,2020,Lahore,Petrol,1000.0,Automatic,33233,5,62.5
toyota,prado,tx l package 2.7,2016,Karachi,Petrol,2700.0,Automatic,84000,9,205.0
toyota,prado,tx l package 2.8 d,2020,Lahore,Diesel,2800.0,Automatic,10000,5,338.0
toyota,hilux,d-4d,2012,Karachi,Diesel,3000.0,Manual,85000,13,52.0
toyota,yaris hatchback,x,2021,Lahore,Petrol,1000.0,Automatic,116000,4,42.75
toyota,land cruiser,ax g selection,2008,Lahore,Petrol,4600.0,Automatic,105000,17,186.0
dfsk,glory 580,pro,2021,Karachi,Petrol,1500.0,Automatic,84000,4,44.5
toyota,corolla,altis x automatic 1.6 special edition,2023,Islamabad,Petrol,1600.0,Automatic,24500,2,70.0
toyota,land cruiser,ax g selection,2008,Islamabad,Petrol,4600.0,Automatic,141000,17,185.0
toyota,fj cruiser,automatic,2011,Islamabad,Petrol,4000.0,Automatic,66000,14,135.0
toyota,land cruiser,zx,2011,Islamabad,Petrol,4600.0,Automatic,100000,14,245.0
toyota,hilux,d-4d automatic,2005,Mardan,Diesel,3000.0,Automatic,16161,20,44.5
daihatsu,hijet,cruise,2011,Karachi,Petrol,660.0,Manual,100832,14,13.5
honda,civic,vti oriel prosmatec 1.8 i-vtec,2016,Lahore,Petrol,1800.0,Automatic,115000,9,48.5
suzuki,bolan,vx euro ii,2021,Wah cantt,Petrol,800.0,Manual,30000,4,20.0
honda,n wgn,g,2022,Gujranwala,Petrol,660.0,Automatic,17200,3,36.75
toyota,corolla fielder,x special edition,2007,Swabi,Petrol,1500.0,Automatic,152000,18,35.0
toyota,vitz,f 1.0,2013,Karachi,Petrol,1000.0,Automatic,112799,12,27.0
toyota,corolla,altis automatic 1.6,2018,Rahim Yar Khan,Petrol,1600.0,Automatic,98000,7,45.0
toyota,raize,z,2021,Peshawar,Petrol,1000.0,Automatic,69000,4,64.0
hyundai,sonata,2.5,2022,Lahore,Petrol,2500.0,Automatic,11000,3,96.0
hyundai,elantra,hybrid,2025,Lahore,Hybrid,1600.0,Automatic,16758,0,93.5
honda,civic,oriel 1.8 i-vtec cvt,2018,Islamabad,Petrol,1800.0,Automatic,124000,7,46.5
toyota,prado,tx l package 2.7,2020,Islamabad,Petrol,2700.0,Automatic,35000,5,315.0
toyota,corolla,se saloon automatic,2004,Lower Dir,Petrol,1600.0,Automatic,142000,21,22.15
toyota,vitz,b s edition 1.0,2009,Karachi,Petrol,1000.0,Automatic,119387,16,21.0
toyota,raize,z,2020,Islamabad,Petrol,1000.0,Automatic,46770,5,62.0
daihatsu,mira,custom l,2007,Karachi,Petrol,660.0,Automatic,87000,18,11.5
toyota,raize,z,2020,Sialkot,Petrol,1000.0,Automatic,25000,5,64.0
toyota,corolla,gli 1.3 vvti special edition,2018,Pak pattan sharif,Petrol,1300.0,Manual,91000,7,44.0
toyota,corolla,altis automatic 1.6,2018,Rawat,Petrol,1600.0,Automatic,76000,7,55.0
suzuki,wagon r,vxl,2019,Lahore,Petrol,1000.0,Manual,62000,6,24.0
toyota,corolla,gli automatic limited edition 1.6 vvti,2014,Islamabad,Petrol,1600.0,Automatic,157500,11,34.3
suzuki,cultus,auto gear shift,2021,Karachi,Petrol,1000.0,Automatic,45000,4,31.5
honda,civic,oriel 1.8 i-vtec cvt,2021,Rawalpindi,Petrol,1800.0,Automatic,70000,4,62.0
toyota,hilux,d-4d automatic,2011,Islamabad,Diesel,3000.0,Automatic,135000,14,66.5
toyota,corolla,gli 1.3 vvti,2018,Islamabad,Petrol,1300.0,Manual,76000,7,43.5
changan,oshan x7,comfort,2022,Karachi,Petrol,1500.0,Automatic,28000,3,74.8
toyota,raize,z,2020,Islamabad,Petrol,1000.0,Automatic,64000,5,61.5
toyota,raize,g,2020,Peshawar,Petrol,1000.0,Automatic,69000,5,57.0
toyota,raize,z,2021,Peshawar,Petrol,1000.0,Automatic,31000,4,68.0
nissan,note,e-power s,2021,Peshawar,Hybrid,1200.0,Automatic,60000,4,57.5
toyota,raize,z,2019,Sialkot,Petrol,1000.0,Automatic,66350,6,62.0
toyota,corolla,altis grande cvt-i 1.8,2017,Dina,Petrol,1800.0,Automatic,142000,8,49.3
mg,hs,trophy,2021,Karachi,Petrol,1500.0,Automatic,86277,4,60.0
honda,civic,1.8 i-vtec cvt,2017,Multan,Petrol,1800.0,Automatic,180000,8,46.0
suzuki,swift,dlx 1.3,2017,Rawalpindi,Petrol,1300.0,Manual,90000,8,23.5
honda,city,exi,2002,Arifwala,Petrol,1300.0,Manual,137720,23,14.5
honda,civic,oriel 1.8 i-vtec cvt,2021,Peshawar,Petrol,1800.0,Automatic,70000,4,62.0
toyota,corolla,altis x automatic 1.6 special edition,2022,Faisalabad,Petrol,1598.0,Automatic,56321,3,62.9
honda,city,1.3 i-vtec,2019,Sargodha,Petrol,1300.0,Manual,80000,6,35.25
suzuki,cultus,vxl,2017,Rawalpindi,Petrol,1000.0,Manual,105000,8,24.75
honda,civic,1.5 rs turbo,2022,Peshawar,Petrol,1500.0,Automatic,40000,3,87.0
suzuki,bolan,vx euro ii,2015,Rohri,Petrol,800.0,Manual,88963,10,11.5
changan,alsvin,1.5l dct lumiere,2021,Rawalpindi,Petrol,1500.0,Automatic,61000,4,38.0
suzuki,bolan,vx euro ii,2024,Jhelum,Petrol,800.0,Manual,2690,1,21.75
honda,city,aspire 1.5 i-vtec,2014,Lahore,Petrol,1500.0,Manual,148000,11,26.0
toyota,corolla,se saloon automatic,2003,Bannu,Petrol,1698.0,Automatic,274,22,21.0
toyota,premio,f prime selection 1.5,2010,Karachi,Petrol,1500.0,Automatic,100000,15,48.05
honda,civic,oriel 1.8 i-vtec cvt,2019,Islamabad,Petrol,1800.0,Automatic,90000,6,61.0
toyota,vitz,rs 1.3,2004,Swat,Petrol,1300.0,Automatic,109000,21,22.9
toyota,corolla fielder,hybrid g,2016,Islamabad,Hybrid,1500.0,Automatic,87666,9,52.5
toyota,corolla,altis grande cvt-i 1.8,2016,Karachi,Petrol,1800.0,Automatic,160000,9,44.5
suzuki,khyber,ga,1994,Islamabad,Petrol,1000.0,Manual,88198,31,5.85
toyota,corolla,altis grande cvt-i 1.8,2017,Dina,Petrol,1800.0,Automatic,142000,8,49.3
toyota,passo,x l package s,2022,Islamabad,Petrol,1000.0,Automatic,93000,3,40.95
toyota,hilux,revo gr-s,2025,Lahore,Diesel,2800.0,Automatic,50,0,169.0
mg,hs,phev,2025,Rawalpindi,Hybrid,1500.0,Automatic,99,0,99.0
mercedes benz,c class,c63 amg,2009,Karachi,Petrol,6200.0,Automatic,67000,16,115.0
honda,civic,oriel 1.8 i-vtec cvt,2019,Lahore,Petrol,1800.0,Automatic,35000,6,63.0
bmw,5 series,520d,2012,Islamabad,Diesel,2000.0,Automatic,136862,13,120.0
toyota,corolla,altis grande cvt-i 1.8,2017,Karachi,Petrol,1800.0,Automatic,50000,8,46.5
toyota,corolla cross,1.8 hev,2024,Lahore,Hybrid,1800.0,Automatic,10200,1,81.0
honda,n one,premium tourer,2021,Lahore,Petrol,660.0,Automatic,25000,4,37.5
hyundai,sonata,2.5,2021,Karachi,Petrol,2500.0,Automatic,34018,4,87.25
toyota,corolla fielder,hybrid g,2016,Islamabad,Hybrid,1500.0,Automatic,87666,9,52.5
toyota,corolla,altis grande cvt-i 1.8,2016,Karachi,Petrol,1800.0,Automatic,160000,9,44.5
suzuki,khyber,ga,1994,Islamabad,Petrol,1000.0,Manual,88198,31,5.85
toyota,yaris sedan,ativ cvt 1.3,2021,Faisalabad,Petrol,1300.0,Automatic,118000,4,44.0
toyota,yaris sedan,gli cvt 1.3,2025,Lahore,Petrol,1300.0,Automatic,11671,0,51.2
suzuki,alto,vxr,2024,Karachi,Petrol,660.0,Manual,18000,1,28.5
toyota,corolla,gli automatic 1.3 vvti,2017,Islamabad,Petrol,1300.0,Automatic,70469,8,38.0
honda,n wgn,custom,2020,Lahore,Petrol,660.0,Automatic,33000,5,35.5
audi,a5,1.8 tfsi,2014,Lahore,Petrol,1800.0,Automatic,77203,11,70.0
honda,civic,1.8 i-vtec cvt,2016,Bahawalpur,Petrol,1800.0,Automatic,134000,9,46.0
toyota,corolla,altis grande x cvt-i 1.8 black interior,2022,Faisalabad,Petrol,1800.0,Automatic,11700,3,69.9
toyota,corolla,gli 1.3 vvti,2010,Islamabad,Petrol,1300.0,Manual,130000,15,27.0
suzuki,alto,vxl ags,2022,Karachi,Petrol,660.0,Automatic,51500,3,27.5
suzuki,khyber,ga,1992,Islamabad,Petrol,1000.0,Manual,45000,33,6.5
